ShortIndustry,Industry,IssuedbyOrganization,Issued for Organization,Title,Tender No,ProcurementMethod,Issued Date,Amendments,ClosingDate,SuccessfulVendor,SuccessfulVendorCity,AwardTotal,DateAwarded,Province,Country,IssuedYr,ClosingYr,AwardedYr,IssuedMon,ClosingMon,AwardedMon
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,"Ministry of Forests, Lands and Natural Resource Operations",Kenwood NX210 K2 Portable Radios and Accessories (Victoria),ITQ-003553,Itq,2012-02-16,0,2012-02-24,Kenwood Electronics Canada Inc,Mississauga,"$111,499.20",2012-02-27,Ontario,Canada,2012,2012,2012,2,2,2
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,"Ministry of Forests, Lands and Natural Resource Operations",14 Cattleguards (Various Locations),ITQ-003542,Itq,2012-02-20,1,2012-02-21,Avalanche Metal Industries Ltd.,Kelowna,"$35,807.52",2012-02-27,British Columbia,Canada,2012,2012,2012,2,2,2
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,"Asphalt Surfacing Highway 95, Horse Creek Road S. to Nicholson",23272MJ0000,MOTITT,2012-02-01,0,2012-02-23,Interoute Construction Ltd,Crescent Valley,"$2,043,224.16",2012-02-28,British Columbia,Canada,2012,2012,2012,2,2,2
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,South Peace Traffic Control,33100OP0029,MOTITT,2012-02-08,0,2012-02-22,"Domcor Health, Safety & Security Inc.",Campbell River,"$153,000.00",2012-02-28,British Columbia,Canada,2012,2012,2012,2,2,2
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Traffic Control Services in the Pine Pass / Chetwynd Area,33100OP0031,MOTITT,2012-02-08,0,2012-02-22,"Domcor Health, Safety & Security Inc.",Campbell River,"$718,500.00",2012-02-28,British Columbia,Canada,2012,2012,2012,2,2,2
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,South Peace First Aid,33100OP0030,MOTITT,2012-02-08,0,2012-02-22,Preference First Aid Ltd.,Dawson Creek,"$175,500.00",2012-02-28,British Columbia,Canada,2012,2012,2012,2,2,2
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,First Aid Services in the Pine Pass / Chetwynd Area,33100OP0032,MOTITT,2012-02-08,0,2012-02-22,Jacob Bros. Construction Ltd.,Surrey,"$176,880.00",2012-02-28,British Columbia,Canada,2012,2012,2012,2,2,2
GovLAW,Government and Law,Procurement Services Branch,Ministry of Justice (Attorney General),2012 Cab & Chassis -  AG - Town,ITQ-003537,Itq,2012-02-09,0,2012-02-17,Inland Kenworth Parker Pacific,Langley,"$78,449.28",2012-02-28,British Columbia,Canada,2012,2012,2012,2,2,2
GovLAW,Government and Law,Procurement Services Branch,Ministry of Justice (Attorney General),2012 Cab & Chassis -  AG - Highway,ITQ-003538,Itq,2012-02-09,0,2012-02-17,Metro Motors Ltd,Port Coquitlam,"$72,551.36",2012-02-28,British Columbia,Canada,2012,2012,2012,2,2,2
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Crushed Aggregate Supplied in Stockpile.,36755MJ0000,MOTITT,2012-02-15,2,2012-02-22,Kode Contracting Ltd,Prince George,"$169,500.00",2012-02-28,British Columbia,Canada,2012,2012,2012,2,2,2
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,"Ministry of Forests, Lands and Natural Resource Operations",Untreated Bridge Timbers (Prince George),ITQ-003547,Itq,2012-02-15,0,2012-02-23,Okanagan Fence Supplies,Armstrong,"$23,141.22",2012-02-28,British Columbia,Canada,2012,2012,2012,2,2,2
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,Ministry of Environment,High Data Rate GOES Data Collection Platfoms (Victoria),ITQ-003540,Itq,2012-02-20,1,2012-02-22,Hoskin Scientific Ltd,Burnaby,"$102,531.52",2012-02-28,British Columbia,Canada,2012,2012,2012,2,2,2
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,"Ministry of Forests, Lands and Natural Resource Operations",14 Cattleguards (Various Locations),ITQ-003542,Itq,2012-02-20,1,2012-02-21,Altus Industries Inc./,Blaine,"$122,404.80",2012-02-29,Washington,USA,2012,2012,2012,2,2,2
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,"Ministry of Forests, Lands and Natural Resource Operations",external hard drives,ITQ-003552,Itq,2012-02-16,0,2012-02-22,RU-Link Computer Corporation,Mississauga,"$17,043.04",2012-03-01,Ontario,Canada,2012,2012,2012,2,2,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Compaction Grouting and Seismic Drains at Mission Bridge No.2317,12210MJ0002,MOTITT,2012-02-14,1,2012-02-22,Kani Foundation Technologies Inc.,Richmond,"$991,474.00",2012-03-02,British Columbia,Canada,2012,2012,2012,2,2,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,Ministry of Environment,Supply and install GM 350 MAG MPI V8 gasoline motor,ITQ-003556,Itq,2012-02-21,0,2012-02-29,Cascade Supply & Marine Ltd,Chilliwack,"$18,445.03",2012-03-02,British Columbia,Canada,2012,2012,2012,2,2,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,Ministry of Environment,DUTY AMMUNITION,ITQ-003557,Itq,2012-02-22,0,2012-03-01,R. Nicholls Distributors Inc,Longueuil,"$4,692.80",2012-03-02,Quebec,Canada,2012,2012,2012,2,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,Ministry of Environment,Dress Pants,ITQ-003554,Itq,2012-02-21,1,2012-02-29,Claymore Clothes (1982) Ltd.,Vancouver,"$15,724.80",2012-03-05,British Columbia,Canada,2012,2012,2012,2,2,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,"Ministry of Forests, Lands and Natural Resource Operations","2 Pump Controllers (Mesachie Lake, BC) ",ITQ-003560,Itq,2012-02-27,1,2012-03-01,L.C. Holman Plumbing Services Ltd.,Duncan,"$11,141.23",2012-03-05,British Columbia,Canada,2012,2012,2012,2,3,3
COSRV,"Education, Social, and Community Services",Procurement Services Branch,"Ministry of Technology, Innovation and Citizens' Services",Network Intrusion Prevention Products & Service (Victoria),ITQ-003562,Itq,2012-02-24,0,2012-03-02,Integrity-Paahi Solutions Inc.,Vancouver,"$290,575.57",2012-03-06,British Columbia,Canada,2012,2012,2012,2,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,Ministry of Environment,"Floating Dock & Walkway (Vernon and Kelowna, BC)",ITQ-003559,Itq,2012-02-27,3,2012-03-02,Burton Marine PileDriving Inc.,Kelowna,"$27,801.76",2012-03-06,British Columbia,Canada,2012,2012,2012,2,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,"104th Street Lift Station, SFPR",04830MJ0126,MOTITT,2012-02-17,1,2012-02-28,"Graham Construction and Engineering, a JV",Delta,"$578,998.00",2012-03-07,British Columbia,Canada,2012,2012,2012,2,2,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Irrigation Enhancements North of Highway 99,04830MJ0125,MOTITT,2012-02-22,1,2012-02-29,Westpro Infrastructure Ltd.,Surrey,"$808,204.00",2012-03-07,British Columbia,Canada,2012,2012,2012,2,2,3
INFRA,"Trades, Infrastruture, and Manufactoring",Procurement Services Branch,Ministry of Transportation and Infrastructure,"200 rolls Galvanized V-Mesh (Merritt, BC)",ITQ-003561,Itq,2012-02-23,0,2012-03-02,Comox Valley Cedar Sales & Fencing,Campbell River,"$107,296.00",2012-03-07,British Columbia,Canada,2012,2012,2012,2,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,Ministry of Environment,Trace Level SO2 Analyzers & Thermal Oxidizer (Victoria),ITQ-003565,Itq,2012-02-27,0,2012-03-06,J. C. Andelle Inc.,Richmond,"$35,616.00",2012-03-07,British Columbia,Canada,2012,2012,2012,2,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Procurement Services Branch,Ministry of Transportation and Infrastructure,Supply Deliver and Unload: Concrete Interlocking Blocks,ITQ-003570,Itq,2012-02-28,0,2012-03-06,Kemp Concrete Products,Kamloops,"$247,016.00",2012-03-07,British Columbia,Canada,2012,2012,2012,2,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Procurement Services Branch,Ministry of Transportation and Infrastructure,Two Steel Reinforced Elastomeric Bearing Pads - Revelstoke,ITQ-003571,Itq,2012-02-28,0,2012-03-06,Johnson Elastomers Ltd.,Merritt,"$4,256.00",2012-03-07,British Columbia,Canada,2012,2012,2012,2,3,3
GovLAW,Government and Law,Procurement Services Branch,Ministry of Justice (Attorney General),Badge Wallets and Clips (Victoria BC),ITQ-003578,Itq,2012-02-29,0,2012-03-06,Wingate Products Corporation,Surrey,"$7,581.28",2012-03-07,British Columbia,Canada,2012,2012,2012,2,3,3
COSRV,"Education, Social, and Community Services",Procurement Services Branch,"Ministry of Technology, Innovation and Citizens' Services",AvePoint DocAve Licenses and Support/Maintenance,ITQ-003544,Itq,2012-02-14,0,2012-02-22,AvePoint Canada Ltd.,Ottawa,"$52,961.00",2012-03-08,Ontario,Canada,2012,2012,2012,2,2,3
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands and Natural Resource Operations","Ministry of Forests, Lands and Natural Resource Operations",Road Inspector/Traffic Control - Zeballos & Fair Harbour FSRs,EN13NAE502,ITT,2012-02-15,1,2012-03-08,"Edward J. Lewis, dba Z-Zone Enterprises",Zeballos,"$33,000.00",2012-03-08,British Columbia,Canada,2012,2012,2012,2,3,3
ENVOMT,Natural Resources and Agriculture,Ministry of Environment,Ministry of Environment,Gray Bay Campsite Upgrade,GRAY BAY 2012-1,ITQ,2012-02-17,2,2012-02-23,HIS Ventures Ltd.,Kamloops,"$86,595.00",2012-03-08,British Columbia,Canada,2012,2012,2012,2,2,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,Ministry of Environment,SUPPLY AND INSTALL OF EMERGENCY EQUIPMENT IN COS VEHICLES,ITQ-003555,Itq,2012-02-22,0,2012-02-29,Mega-Technical Holdings Ltd,Chilliwack,"$28,948.73",2012-03-08,British Columbia,Canada,2012,2012,2012,2,2,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,Ministry of Environment,"Continuous Ozone Analyzer (Victoria, BC)",ITQ-003564,Itq,2012-02-27,0,2012-03-06,C.D. Nova Ltd,Burnaby,"$9,981.44",2012-03-08,British Columbia,Canada,2012,2012,2012,2,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,Ministry of Environment,THERMO MODEL 5014i TO 5030i UPGRADE KITS (Victoria),ITQ-003566,Itq,2012-02-27,0,2012-03-06,C.D. Nova Ltd,Burnaby,"$36,684.48",2012-03-08,British Columbia,Canada,2012,2012,2012,2,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,Ministry of Environment,THERMO FISHER MODEL 42i-TL TRACE LEVEL NOx ANALYZER (Victoria),ITQ-003567,Itq,2012-02-27,0,2012-03-06,C.D. Nova Ltd,Burnaby,"$21,084.00",2012-03-08,British Columbia,Canada,2012,2012,2012,2,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Procurement Services Branch,Ministry of Transportation and Infrastructure,"4 Cattleguards (Penticton, BC)",ITQ-003576,Itq,2012-02-29,0,2012-03-06,Avalanche Metal Industries Ltd.,Kelowna,"$50,717.81",2012-03-08,British Columbia,Canada,2012,2012,2012,2,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Asphalt Resurfacing - Bamfield Area Roads,16387MJ2012,MOTITT,2012-02-03,0,2012-03-01,Rayner Bracht Construction (A Division of Lafarge Canada Inc.),Port Alberni,"$1,346,496.00",2012-03-09,British Columbia,Canada,2012,2012,2012,2,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,"Asphalt Surfacing, Hwy 16 Bowron River to Driscoll Crk (44.3 km)",36872MJ0000,MOTITT,2012-02-10,0,2012-03-07,Emil Anderson Construction (EAC) Inc,Kelowna,"$5,670,989.50",2012-03-09,British Columbia,Canada,2012,2012,2012,2,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Procurement Services Branch,Ministry of Transportation and Infrastructure,"Two Ungulate Guards (Merritt, BC)",ITQ-003563,Itq,2012-02-27,0,2012-03-06,Kemp Concrete Products,Kamloops,"$123,200.00",2012-03-09,British Columbia,Canada,2012,2012,2012,2,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,Ministry of Environment,DUTY AMMUNITION/PRACTICE AMMUNITION 30/06 RIFLE,ITQ-003572,Itq,2012-02-28,0,2012-03-07,BRS Canada Acquisition Inc.,Langley,"$4,788.00",2012-03-09,British Columbia,Canada,2012,2012,2012,2,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,Ministry of Environment,PRACTIE AMMUNITION 12 GAUGE SHOT GUN,ITQ-003573,Itq,2012-02-28,0,2012-03-07,R. Nicholls Distributors Inc,Longueuil,"$5,309.36",2012-03-09,Quebec,Canada,2012,2012,2012,2,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,"Ministry of Forests, Lands and Natural Resource Operations",Chainsaws - Chilliwack BC,ITQ-003579,Itq,2012-03-01,0,2012-03-07,Cascade Supply & Marine Ltd,Chilliwack,"$16,131.28",2012-03-09,British Columbia,Canada,2012,2012,2012,3,3,3
GovLAW,Government and Law,Procurement Services Branch,Ministry of Public Safety and Solicitor General,AED,ITQ-003577,Itq,2012-03-01,0,2012-03-07,Global Medical Services Ltd,Vancouver,"$19,049.00",2012-03-09,British Columbia,Canada,2012,2012,2012,3,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,"Ministry of Forests, Lands and Natural Resource Operations",Chainsaws - Chilliwack BC,ITQ-003579,Itq,2012-03-01,0,2012-03-07,Savoy Equipment Ltd,Vernon,"$77,719.48",2012-03-09,British Columbia,Canada,2012,2012,2012,3,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,"Ministry of Forests, Lands and Natural Resource Operations",Two 20' Orchard Lifts - Vernon BC,ITQ-003582,Itq,2012-03-01,0,2012-03-08,Gillison's Variety Fabrication Inc,Benzonia,"$59,100.00",2012-03-09,Michigan,USA,2012,2012,2012,3,3,3
COSRV,"Education, Social, and Community Services",Procurement Services Branch,"Ministry of Technology, Innovation and Citizens' Services","Console Server, 48 port, single AC power supply, with modem",ITQ-003519,Itq,2012-02-01,0,2012-02-09,Vcura Canada Incorporated,Calgary,"$17,196.48",2012-03-12,Alberta,Canada,2012,2012,2012,2,2,3
COSRV,"Education, Social, and Community Services",Procurement Services Branch,"Ministry of Technology, Innovation and Citizens' Services",Kentico CMS Ultimate License and  Software Maintenance,ITQ-003575,Itq,2012-02-28,0,2012-03-07,"Kentico Software, LLC",Nashua,"$22,499.00",2012-03-12,New Hampshire,USA,2012,2012,2012,2,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,"Ministry of Forests, Lands and Natural Resource Operations",Fuel Dispensing Stations and Pumping Packages - Vernon,ITQ-003583,Itq,2012-03-01,0,2012-03-08,Transtank Canada Inc.,Rocky View,"$12,034.40",2012-03-12,Alberta,Canada,2012,2012,2012,3,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Supply & install new 4-leg traffic signal at Hwy 3 & Cottonwood,23158MJ0001,MOTITT,2012-02-24,1,2012-03-06,R 355 Enterprises Ltd.,Kelowna,"$195,154.65",2012-03-13,British Columbia,Canada,2012,2012,2012,2,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Procurement Services Branch,Ministry of Transportation and Infrastructure,Quantity 270 - 2 Volt VRLA AGM Batteries (Surrey),ITQ-003587,Itq,2012-03-05,0,2012-03-12,Power Battery Sales Ltd.,Ajax,"$99,565.20",2012-03-13,Ontario,Canada,2012,2012,2012,3,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,"Ministry of Forests, Lands and Natural Resource Operations",UP TO 2500 TONNE RIPRAP ROCK FOR TESTALINDEN CREEK,ITQ-003568,Itq,2012-02-29,0,2012-03-05,Pacific Silica & Rock Quarry Ltd.,Oliver,"$23,520.00",2012-03-14,British Columbia,Canada,2012,2012,2012,2,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,"Ministry of Forests, Lands and Natural Resource Operations",UP TO 2500 TONNE RIPRAP ROCK FOR TESTALINDEN CREEK,ITQ-003568,Itq,2012-02-29,0,2012-03-05,Barisoff Holdings Ltd.,Oliver,"$8,344.00",2012-03-14,British Columbia,Canada,2012,2012,2012,2,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,Ministry of Environment,Portable Steel Bridge (Gwillim Lake Provincial Park),ITQ-003588,Itq,2012-03-06,0,2012-03-14,Rapid-Span Structures Ltd,Armstrong,"$60,480.00",2012-03-14,British Columbia,Canada,2012,2012,2012,3,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,"Ministry of Forests, Lands and Natural Resource Operations",2 Robotic Total Station Survey Packages (Kamloops),ITQ-003586,Itq,2012-03-06,0,2012-03-12,Spatial Technologies Partnership Group,Richmond,"$50,230.99",2012-03-14,British Columbia,Canada,2012,2012,2012,3,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Levelling course and asphalt pavement 34.5 km,36877MJ0000,MOTITT,2012-02-16,0,2012-03-13,Peter's Bros. Construction Ltd.,Penticton,"$7,752,221.00",2012-03-15,British Columbia,Canada,2012,2012,2012,2,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,"Ministry of Forests, Lands and Natural Resource Operations",3 Snowmobiles (Nanaimo),ITQ-003589,Itq,2012-03-07,1,2012-03-14,Valley Chain & Recreation Ltd,Pemberton,"$36,624.00",2012-03-16,British Columbia,Canada,2012,2012,2012,3,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,"Ministry of Forests, Lands and Natural Resource Operations",REQUOTE Commercial Kitchen Equipment - Chilliwack BC,ITQ-003580R,Itq,2012-03-09,0,2012-03-13,Hendrix Hotel Restaurant Equipment & Supplies Ltd.,Abbotsford,"$18,726.40",2012-03-16,British Columbia,Canada,2012,2012,2012,3,3,3
